Reaction:   ZT= 51    AT 121    ZP 36    AP  86
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT sig_205Fr sig_206Fr sig_207Fr sig_204Rn sig_205Rn sig_206Rn sig_203At sig_204At sig_205At
 336.9  26.9 1.072e+00 8.869e-01 8.274e-01 8.867e-01 1.813e-01    0.0  6.66e-01  1.77e-01  3.07e-04  3.83e-04  3.73e-02  4.00e-03  1.81e-03  9.66e-07  1.30e-04
 343.6  30.8 7.424e+00 4.845e+00 6.526e-01 4.845e+00 2.463e+00   24.0  4.25e+00  2.84e-01  2.12e-04  6.05e-02  2.35e-01  8.38e-03  5.25e-03  2.43e-04  1.07e-03
 352.7  36.1 3.542e+01 9.590e+00 2.707e-01 9.593e+00 2.011e+01   38.0  8.01e+00  9.29e-02  1.31e-05  9.50e-01  5.13e-01  6.53e-03  5.75e-03  8.05e-03  3.56e-03
 360.9  40.9 7.575e+01 5.557e+00 7.336e-02 5.560e+00 5.713e+01   46.0  3.14e+00  9.87e-03  0.00e+00  2.04e+00  3.30e-01  1.98e-03  6.45e-03  2.60e-02  3.05e-03
 346.4  32.5 1.336e+01 7.256e+00 5.431e-01 7.254e+00 5.401e+00   29.0  6.44e+00  2.43e-01  1.18e-04  1.95e-01  3.60e-01  8.83e-03  6.14e-03  1.08e-03  1.86e-03
 353.2  36.4 3.762e+01 9.500e+00 2.525e-01 9.499e+00 2.184e+01   39.0  7.85e+00  8.34e-02  9.44e-06  1.03e+00  5.12e-01  6.26e-03  5.60e-03  9.09e-03  3.59e-03
 361.1  41.1 7.677e+01 5.450e+00 7.099e-02 5.452e+00 5.818e+01   46.0  3.03e+00  9.25e-03  0.00e+00  2.05e+00  3.23e-01  1.90e-03  6.63e-03  2.64e-02  2.98e-03
 385.4  55.3 1.847e+02 3.677e-01 1.991e-03 3.672e-01 1.724e+02   62.0  3.03e-03  0.00e+00  0.00e+00  2.65e-01  1.99e-03  8.87e-07  8.94e-02  8.17e-03  7.38e-05
 363.8  42.6 9.066e+01 4.173e+00 4.603e-02 4.170e+00 7.258e+01   49.0  1.75e+00  3.68e-03  0.00e+00  2.14e+00  2.35e-01  1.06e-03  1.14e-02  2.92e-02  2.39e-03
 388.7  57.2 1.964e+02 2.361e-01 1.202e-03 2.364e-01 1.846e+02   64.0  1.01e-03  0.00e+00  0.00e+00  1.45e-01  7.68e-04  1.82e-07  8.41e-02  5.16e-03  3.56e-05
