Reaction:   ZT= 27    AT  59    ZP  7    AP  14
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT  sig_69Se  sig_70Se  sig_71Se  sig_72Se  sig_73Se  sig_68As  sig_69As  sig_70As  sig_71As  sig_72As  sig_67Ge  sig_68Ge  sig_69Ge  sig_70Ge  sig_71Ge  sig_66Ga  sig_67Ga  sig_68Ga  sig_69Ga  sig_70Ga  sig_65Zn  sig_66Zn  sig_67Zn  sig_68Zn  sig_69Zn
  32.0  34.7 4.932e+01 4.932e+01 1.000e+00 4.929e+01 0.000e+00    5.0  0.00e+00  5.39e-02  3.55e+00  2.02e-02  0.00e+00  0.00e+00  0.00e+00  1.58e+00  1.47e+01  4.61e-02  8.60e-03  2.76e+00  2.12e-02  1.96e+01  3.95e+00  0.00e+00  7.29e-01  2.05e+00  0.00e+00  1.18e-02  2.25e-01  0.00e+00  1.49e-02  0.00e+00  0.00e+00
  34.0  36.3 1.721e+02 1.720e+02 9.993e-01 1.719e+02 0.000e+00   10.0  0.00e+00  4.29e-01  1.10e+01  4.35e-02  0.00e+00  0.00e+00  0.00e+00  9.04e+00  4.20e+01  9.94e-02  1.05e-01  8.83e+00  5.03e-02  7.61e+01  1.13e+01  0.00e+00  4.85e+00  7.05e+00  4.36e-06  1.08e-01  8.50e-01  1.14e-06  1.20e-01  0.00e+00  0.00e+00
  36.5  38.4 3.475e+02 3.470e+02 9.985e-01 3.465e+02 0.000e+00   14.0  0.00e+00  1.42e+00  1.76e+01  5.58e-02  0.00e+00  0.00e+00  0.00e+00  3.14e+01  6.38e+01  1.28e-01  6.81e-01  1.57e+01  7.16e-02  1.66e+02  1.73e+01  0.00e+00  1.65e+01  1.34e+01  1.27e-03  5.55e-01  1.79e+00  3.99e-04  5.87e-01  0.00e+00  1.97e-11
  40.0  41.2 5.566e+02 5.531e+02 9.938e-01 5.529e+02 0.000e+00   18.0  0.00e+00  3.37e+00  1.76e+01  6.19e-02  0.00e+00  0.00e+00  2.59e-03  8.21e+01  6.20e+01  1.48e-01  3.36e+00  1.95e+01  2.34e-01  2.76e+02  1.66e+01  4.81e-05  4.69e+01  1.80e+01  1.04e-01  1.77e+00  2.91e+00  4.95e-02  2.43e+00  0.00e+00  9.24e-08
  45.0  45.2 7.912e+02 7.758e+02 9.805e-01 7.758e+02 0.000e+00   23.0  0.00e+00  5.64e+00  1.47e+01  7.56e-02  0.00e+00  0.00e+00  3.64e-01  1.46e+02  5.61e+01  1.88e-01  1.15e+01  2.06e+01  7.47e+00  3.55e+02  1.46e+01  4.30e-02  1.01e+02  2.05e+01  2.81e+00  4.75e+00  4.68e+00  1.96e+00  7.82e+00  0.00e+00  8.50e-05
  48.0  47.7 9.050e+02 8.840e+02 9.768e-01 8.841e+02 0.000e+00   25.0  3.68e-05  6.09e+00  1.39e+01  8.92e-02  0.00e+00  0.00e+00  1.94e+00  1.61e+02  5.48e+01  2.16e-01  1.61e+01  1.92e+01  4.12e+01  3.68e+02  1.44e+01  4.66e-01  1.28e+02  2.03e+01  7.62e+00  6.22e+00  4.84e+00  8.78e+00  1.08e+01  1.31e-06  1.09e-03
  51.0  50.1 1.003e+03 9.602e+02 9.573e-01 9.591e+02 0.000e+00   27.0  1.28e-03  6.52e+00  1.41e+01  1.07e-01  0.00e+00  0.00e+00  5.77e+00  1.56e+02  5.76e+01  2.56e-01  2.15e+01  1.92e+01  7.07e+01  3.62e+02  1.50e+01  2.56e+00  1.44e+02  2.03e+01  1.59e+01  7.27e+00  5.30e+00  2.19e+01  1.42e+01  2.42e-04  6.40e-03
  56.0  54.1 1.139e+03 1.092e+03 9.591e-01 1.092e+03 8.559e-11   30.0  2.45e-02  5.45e+00  1.32e+01  1.26e-01  0.00e+00  0.00e+00  1.81e+01  1.37e+02  5.68e+01  3.01e-01  2.45e+01  2.05e+01  1.80e+02  3.21e+02  1.46e+01  1.43e+01  1.49e+02  2.01e+01  3.94e+01  7.05e+00  8.36e+00  5.13e+01  1.12e+01  2.81e-02  5.03e-02
  32.0  34.7 4.932e+01 4.932e+01 1.000e+00 4.929e+01 0.000e+00    5.0  0.00e+00  5.39e-02  3.55e+00  2.02e-02  0.00e+00  0.00e+00  0.00e+00  1.58e+00  1.47e+01  4.61e-02  8.60e-03  2.76e+00  2.12e-02  1.96e+01  3.95e+00  0.00e+00  7.29e-01  2.05e+00  0.00e+00  1.18e-02  2.25e-01  0.00e+00  1.49e-02  0.00e+00  0.00e+00
  34.0  36.3 1.721e+02 1.720e+02 9.993e-01 1.719e+02 0.000e+00   10.0  0.00e+00  4.29e-01  1.10e+01  4.35e-02  0.00e+00  0.00e+00  0.00e+00  9.04e+00  4.20e+01  9.94e-02  1.05e-01  8.83e+00  5.03e-02  7.61e+01  1.13e+01  0.00e+00  4.85e+00  7.05e+00  4.36e-06  1.08e-01  8.50e-01  1.14e-06  1.20e-01  0.00e+00  0.00e+00
