Reaction:   ZT= 41    AT  93    ZP  2    AP   4
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT  sig_96Tc  sig_97Tc  sig_95Mo  sig_96Mo
  10.3  12.4 1.512e+01 1.514e+01 1.002e+00 1.512e+01 0.000e+00    0.0  1.47e+01  2.07e-01  0.00e+00  2.38e-01
  11.8  13.8 1.130e+02 1.129e+02 9.992e-01 1.128e+02 0.000e+00    1.0  1.10e+02  7.77e-01  0.00e+00  2.13e+00
  13.4  15.3 3.416e+02 3.402e+02 9.958e-01 3.406e+02 0.000e+00    4.0  3.30e+02  1.20e+00  0.00e+00  8.98e+00
  14.1  15.9 4.481e+02 4.462e+02 9.958e-01 4.463e+02 0.000e+00    5.0  4.32e+02  1.10e+00  0.00e+00  1.31e+01
  14.9  16.7 5.628e+02 5.597e+02 9.944e-01 5.599e+02 0.000e+00    6.0  5.40e+02  9.70e-01  0.00e+00  1.87e+01
  15.9  17.7 7.003e+02 6.895e+02 9.846e-01 6.895e+02 0.000e+00    7.0  6.62e+02  5.85e-01  2.28e-02  2.69e+01
  17.0  18.7 8.173e+02 7.603e+02 9.303e-01 7.599e+02 0.000e+00    8.0  7.24e+02  2.79e-01  5.28e-01  3.55e+01
  15.9  17.7 7.003e+02 6.895e+02 9.846e-01 6.895e+02 0.000e+00    7.0  6.62e+02  5.85e-01  2.28e-02  2.69e+01
  17.0  18.7 8.173e+02 7.603e+02 9.303e-01 7.599e+02 0.000e+00    8.0  7.24e+02  2.79e-01  5.28e-01  3.55e+01
