Reaction:   ZT= 82    AT 208    ZP  3    AP   9
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT sig_213At sig_214At sig_215At sig_216At sig_217At sig_212Po sig_213Po sig_214Po sig_215Po sig_216Po sig_211Bi sig_212Bi sig_213Bi sig_214Bi sig_215Bi sig_210Pb sig_211Pb sig_212Pb sig_213Pb sig_214Pb sig_209Tl sig_210Tl sig_211Tl sig_212Tl sig_213Tl
  29.9  27.4 1.077e+02 1.077e+02 9.998e-01 1.077e+02 4.336e-03    7.0  6.59e+01  4.14e+01  3.61e-01  3.02e-05  0.00e+00  0.00e+00  1.30e-05  5.39e-03  1.07e-03  2.45e-06  1.32e-02  1.05e-03  1.20e-06  4.25e-13  4.08e-10  3.25e-10  9.23e-09  2.58e-08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  24.8  22.6 4.306e-02 4.302e-02 9.992e-01 4.306e-02 1.467e-07    0.0  9.85e-05  3.81e-02  4.82e-03  1.05e-06  0.00e+00  0.00e+00  0.00e+00  6.97e-08  7.23e-07  2.72e-08  1.61e-06  1.69e-06  1.78e-08  0.00e+00  5.54e-17  0.00e+00  6.53e-16  7.31e-13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  27.4  25.0 4.787e+00 4.793e+00 1.001e+00 4.787e+00 6.435e-05    0.0  1.08e+00  3.63e+00  8.18e-02  1.01e-05  0.00e+00  0.00e+00  0.00e+00  8.71e-05  8.26e-05  4.65e-07  4.14e-04  1.06e-04  4.22e-07  0.00e+00  1.17e-12  0.00e+00  1.85e-11  4.01e-10  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  29.9  27.4 1.077e+02 1.077e+02 9.998e-01 1.077e+02 4.336e-03    7.0  6.59e+01  4.14e+01  3.61e-01  3.02e-05  0.00e+00  0.00e+00  1.30e-05  5.39e-03  1.07e-03  2.45e-06  1.32e-02  1.05e-03  1.20e-06  4.25e-13  4.08e-10  3.25e-10  9.23e-09  2.58e-08  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  32.4  29.8 3.791e+02 3.782e+02 9.977e-01 3.783e+02 3.926e-02   13.0  3.19e+02  5.88e+01  3.40e-01  0.00e+00  0.00e+00  0.00e+00  1.61e-03  3.22e-02  1.52e-03  2.07e-06  5.04e-02  1.03e-03  7.53e-07  3.02e-10  8.94e-09  2.96e-08  1.71e-07  1.63e-07  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  34.9  32.2 6.438e+02 6.009e+02 9.334e-01 6.013e+02 1.526e-01   18.0  5.67e+02  3.36e+01  1.41e-01  0.00e+00  0.00e+00  2.07e-05  2.28e-02  6.48e-02  8.95e-04  7.62e-07  6.62e-02  5.10e-04  3.27e-07  1.13e-08  5.37e-08  3.44e-07  1.01e-06  3.36e-07  0.00e+00  2.37e-21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  37.4  34.6 8.693e+02 5.931e+02 6.822e-01 5.929e+02 4.264e-01   21.0  5.80e+02  1.28e+01  4.51e-02  0.00e+00  0.00e+00  1.68e-03  1.00e-01  6.74e-02  3.61e-04  2.75e-07  4.74e-02  1.64e-04  1.07e-07  1.32e-07  1.43e-07  1.93e-06  3.12e-06  3.70e-07  0.00e+00  2.07e-18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  39.9  37.0 1.064e+03 4.455e+02 4.187e-01 4.458e+02 1.003e+00   24.0  4.40e+02  5.15e+00  1.60e-02  0.00e+00  0.00e+00  2.57e-02  2.10e-01  5.11e-02  1.51e-04  8.53e-08  2.82e-02  6.20e-05  4.15e-08  6.69e-07  2.03e-07  7.56e-06  5.74e-06  2.53e-07  7.22e-21  2.13e-16  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  42.4  39.4 1.232e+03 2.673e+02 2.169e-01 2.673e+02 2.092e+00   26.0  2.65e+02  1.81e+00  4.91e-03  0.00e+00  0.00e+00  1.30e-01  2.87e-01  3.02e-02  5.76e-05  1.95e-08  1.44e-02  1.93e-05  3.01e-07  1.83e-06  1.89e-07  2.16e-05  7.20e-06  1.51e-07  1.22e-17  6.63e-15  4.18e-07  1.02e-10  6.47e-07  0.00e+00  0.00e+00
  44.9  41.8 1.379e+03 1.364e+02 9.889e-02 1.362e+02 4.016e+00   28.0  1.35e+02  7.08e-01  1.48e-03  0.00e+00  0.00e+00  3.56e-01  2.88e-01  1.49e-02  2.17e-05  0.00e+00  6.10e-03  7.46e-06  3.19e-06  3.21e-06  1.29e-07  4.61e-05  6.49e-06  6.80e-08  2.04e-15  9.42e-14  1.17e-11  6.43e-06  4.08e-06  0.00e+00  0.00e+00
