Reaction:   ZT= 29    AT  65    ZP  2    AP   6
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT  sig_67Ga  sig_68Ga  sig_69Ga  sig_70Ga  sig_71Ga  sig_66Zn  sig_67Zn  sig_68Zn  sig_69Zn  sig_70Zn  sig_65Cu  sig_66Cu  sig_67Cu  sig_68Cu  sig_69Cu  sig_64Ni  sig_65Ni  sig_66Ni  sig_67Ni  sig_68Ni  sig_63Co  sig_64Co  sig_65Co  sig_66Co  sig_67Co
  19.5  38.3 1.489e+03 1.490e+03 1.001e+00 1.489e+03 0.000e+00   14.0  8.26e-01  7.74e+02  3.09e+02  1.51e-01  0.00e+00  0.00e+00  6.27e-02  2.88e+02  3.06e+01  6.03e-02  5.42e+01  3.09e+01  1.19e-01  1.42e-01  5.81e-01  3.34e-05  1.97e-01  8.98e-01  0.00e+00  1.11e-07  1.46e-01  0.00e+00  1.07e-11  0.00e+00  0.00e+00
  19.5  38.3 1.489e+03 1.490e+03 1.001e+00 1.489e+03 0.000e+00   14.0  8.26e-01  7.74e+02  3.09e+02  1.51e-01  0.00e+00  0.00e+00  6.27e-02  2.88e+02  3.06e+01  6.03e-02  5.42e+01  3.09e+01  1.19e-01  1.42e-01  5.81e-01  3.34e-05  1.97e-01  8.98e-01  0.00e+00  1.11e-07  1.46e-01  0.00e+00  1.07e-11  0.00e+00  0.00e+00
  30.0  47.9 1.783e+03 1.765e+03 9.900e-01 1.765e+03 0.000e+00   20.0  3.34e+02  7.25e+02  2.95e+01  7.05e-03  0.00e+00  3.43e-01  1.57e+02  3.22e+02  3.17e+00  3.13e-03  1.74e+02  4.77e+00  9.97e-01  3.92e+00  2.75e-01  2.53e+00  6.77e+00  5.36e-01  8.09e-06  9.08e-04  4.16e-01  1.15e-08  2.52e-04  0.00e+00  0.00e+00
  19.5  38.3 1.489e+03 1.490e+03 1.001e+00 1.489e+03 0.000e+00   14.0  8.26e-01  7.74e+02  3.09e+02  1.51e-01  0.00e+00  0.00e+00  6.27e-02  2.88e+02  3.06e+01  6.03e-02  5.42e+01  3.09e+01  1.19e-01  1.42e-01  5.81e-01  3.34e-05  1.97e-01  8.98e-01  0.00e+00  1.11e-07  1.46e-01  0.00e+00  1.07e-11  0.00e+00  0.00e+00
  30.0  47.9 1.783e+03 1.765e+03 9.900e-01 1.765e+03 0.000e+00   20.0  3.34e+02  7.25e+02  2.95e+01  7.05e-03  0.00e+00  3.43e-01  1.57e+02  3.22e+02  3.17e+00  3.13e-03  1.74e+02  4.77e+00  9.97e-01  3.92e+00  2.75e-01  2.53e+00  6.77e+00  5.36e-01  8.09e-06  9.08e-04  4.16e-01  1.15e-08  2.52e-04  0.00e+00  0.00e+00
  19.5  38.3 1.489e+03 1.490e+03 1.001e+00 1.489e+03 0.000e+00   14.0  8.26e-01  7.74e+02  3.09e+02  1.51e-01  0.00e+00  0.00e+00  6.27e-02  2.88e+02  3.06e+01  6.03e-02  5.42e+01  3.09e+01  1.19e-01  1.42e-01  5.81e-01  3.34e-05  1.97e-01  8.98e-01  0.00e+00  1.11e-07  1.46e-01  0.00e+00  1.07e-11  0.00e+00  0.00e+00
  30.0  47.9 1.783e+03 1.765e+03 9.900e-01 1.765e+03 0.000e+00   20.0  3.34e+02  7.25e+02  2.95e+01  7.05e-03  0.00e+00  3.43e-01  1.57e+02  3.22e+02  3.17e+00  3.13e-03  1.74e+02  4.77e+00  9.97e-01  3.92e+00  2.75e-01  2.53e+00  6.77e+00  5.36e-01  8.09e-06  9.08e-04  4.16e-01  1.15e-08  2.52e-04  0.00e+00  0.00e+00
  30.0  47.9 1.783e+03 1.766e+03 9.905e-01 1.766e+03 0.000e+00   20.0  3.33e+02  7.25e+02  2.94e+01  7.11e-03  0.00e+00  3.48e-01  1.56e+02  3.24e+02  3.03e+00  3.19e-03  1.75e+02  4.60e+00  1.07e+00  3.91e+00  2.78e-01  2.69e+00  6.77e+00  5.44e-01  8.13e-06  9.40e-04  4.10e-01  1.72e-08  2.56e-04  0.00e+00  0.00e+00
  30.0  47.9 1.783e+03 1.766e+03 9.905e-01 1.766e+03 0.000e+00   20.0  3.33e+02  7.25e+02  2.94e+01  7.11e-03  0.00e+00  3.48e-01  1.56e+02  3.24e+02  3.03e+00  3.19e-03  1.75e+02  4.60e+00  1.07e+00  3.91e+00  2.78e-01  2.69e+00  6.77e+00  5.44e-01  8.13e-06  9.40e-04  4.10e-01  1.72e-08  2.56e-04  0.00e+00  0.00e+00
  30.0  47.9 1.783e+03 1.765e+03 9.900e-01 1.765e+03 0.000e+00   20.0  3.34e+02  7.25e+02  2.95e+01  7.05e-03  0.00e+00  3.43e-01  1.57e+02  3.22e+02  3.17e+00  3.13e-03  1.74e+02  4.77e+00  9.97e-01  3.92e+00  2.75e-01  2.53e+00  6.77e+00  5.36e-01  8.09e-06  9.08e-04  4.16e-01  1.15e-08  2.52e-04  0.00e+00  0.00e+00
