Reaction:   ZT= 82    AT 206    ZP 20    AP  48
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT sig_252No sig_253No sig_254No sig_251Md sig_252Md sig_253Md sig_250Fm sig_251Fm sig_252Fm
 212.7  19.8 6.717e-01 2.868e-04 4.270e-04 2.865e-04 6.714e-01    0.0  1.98e-04  8.73e-05  0.00e+00  0.00e+00  9.95e-09  1.10e-06  3.95e-07  0.00e+00  1.17e-15
 217.4  23.6 6.558e+00 1.184e-03 1.805e-04 1.187e-03 6.557e+00   18.0  1.16e-03  1.88e-05  0.00e+00  0.00e+00  1.35e-06  2.13e-06  1.70e-06  0.00e+00  2.06e-12
 219.9  25.6 1.508e+01 8.246e-04 5.468e-05 8.247e-04 1.508e+01   25.0  8.11e-04  5.48e-06  0.00e+00  7.23e-10  5.36e-06  1.30e-06  1.44e-06  0.00e+00  2.23e-11
 223.9  28.9 3.893e+01 2.050e-04 5.265e-06 2.049e-04 3.893e+01   32.0  1.90e-04  4.20e-07  0.00e+00  1.02e-07  1.37e-05  2.90e-07  4.53e-07  5.53e-13  3.37e-10
 212.7  19.8 6.717e-01 2.868e-04 4.270e-04 2.865e-04 6.714e-01    0.0  1.98e-04  8.73e-05  0.00e+00  0.00e+00  9.95e-09  1.10e-06  3.95e-07  0.00e+00  1.17e-15
 213.5  20.4 1.078e+00 4.265e-04 3.957e-04 4.265e-04 1.077e+00    0.0  3.50e-04  7.45e-05  0.00e+00  0.00e+00  3.12e-08  1.42e-06  5.90e-07  0.00e+00  8.50e-15
 216.7  23.0 4.991e+00 1.248e-03 2.501e-04 1.249e-03 4.989e+00   16.0  1.22e-03  2.38e-05  0.00e+00  0.00e+00  8.16e-07  2.23e-06  1.64e-06  0.00e+00  9.20e-13
 217.0  23.3 5.621e+00 1.256e-03 2.235e-04 1.259e-03 5.620e+00   17.0  1.23e-03  2.14e-05  0.00e+00  0.00e+00  9.97e-07  2.13e-06  1.66e-06  0.00e+00  1.32e-12
 217.1  23.3 5.845e+00 1.235e-03 2.114e-04 1.240e-03 5.844e+00   17.0  1.21e-03  2.06e-05  0.00e+00  0.00e+00  1.08e-06  2.13e-06  1.65e-06  0.00e+00  1.48e-12
 217.4  23.6 6.558e+00 1.184e-03 1.805e-04 1.187e-03 6.557e+00   18.0  1.16e-03  1.88e-05  0.00e+00  0.00e+00  1.35e-06  2.13e-06  1.70e-06  0.00e+00  2.06e-12
 218.1  24.2 8.462e+00 1.228e-03 1.452e-04 1.224e-03 8.461e+00   20.0  1.21e-03  1.26e-05  0.00e+00  1.59e-11  2.11e-06  1.90e-06  1.73e-06  0.00e+00  4.27e-12
 219.4  25.2 1.298e+01 9.892e-04 7.621e-05 9.892e-04 1.298e+01   24.0  9.75e-04  6.84e-06  0.00e+00  3.40e-10  4.29e-06  1.45e-06  1.58e-06  0.00e+00  1.45e-11
 219.9  25.6 1.508e+01 8.246e-04 5.468e-05 8.247e-04 1.508e+01   25.0  8.11e-04  5.48e-06  0.00e+00  7.23e-10  5.36e-06  1.30e-06  1.44e-06  0.00e+00  2.23e-11
 223.9  28.9 3.893e+01 2.050e-04 5.265e-06 2.049e-04 3.893e+01   32.0  1.90e-04  4.20e-07  0.00e+00  1.02e-07  1.37e-05  2.90e-07  4.53e-07  5.53e-13  3.37e-10
 226.2  30.7 5.709e+01 7.299e-05 1.279e-06 7.303e-05 5.709e+01   36.0  6.08e-05  0.00e+00  0.00e+00  5.37e-07  1.14e-05  9.19e-08  1.63e-07  1.09e-11  9.60e-10
 233.5  36.6 1.195e+02 5.569e-06 4.660e-08 5.571e-06 1.195e+02   44.0  8.60e-07  0.00e+00  0.00e+00  3.82e-06  8.81e-07  8.98e-10  2.66e-09  1.33e-09  2.87e-09
