Reaction:   ZT= 65    AT 159    ZP  6    AP  12
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT sig_167Lu sig_168Lu sig_169Lu sig_170Lu sig_171Lu sig_166Yb sig_167Yb sig_168Yb sig_169Yb sig_170Yb sig_165Tm sig_166Tm sig_167Tm sig_168Tm sig_169Tm sig_164Er sig_165Er sig_166Er sig_167Er sig_168Er sig_163Ho sig_164Ho sig_165Ho sig_166Ho sig_167Ho
  75.0  58.0 1.142e+03 6.057e+02 5.304e-01 6.055e+02 3.988e-03   38.0  5.22e+02  1.43e+01  5.05e-02  0.00e+00  0.00e+00  3.14e+01  3.40e+01  1.53e+00  2.86e-03  0.00e+00  1.83e+00  9.75e-02  2.42e-01  1.47e-02  5.06e-05  2.47e-01  3.03e-02  1.38e-04  8.98e-05  1.17e-05  3.44e-05  8.84e-05  1.65e-03  3.13e-12  3.31e-10
  77.8  60.6 1.224e+03 4.827e+02 3.944e-01 4.829e+02 9.802e-03   40.0  3.93e+02  7.74e+00  2.26e-02  0.00e+00  0.00e+00  4.96e+01  2.94e+01  9.03e-01  1.35e-03  0.00e+00  1.16e+00  2.36e-01  2.69e-01  9.91e-03  2.54e-05  3.26e-01  2.30e-02  1.49e-04  1.54e-04  1.07e-05  4.28e-05  2.54e-04  5.15e-03  9.67e-11  1.55e-09
  79.6  62.3 1.274e+03 4.145e+02 3.253e-01 4.145e+02 1.716e-02   41.0  3.20e+02  5.07e+00  1.33e-02  0.00e+00  0.00e+00  6.14e+01  2.55e+01  6.24e-01  8.10e-04  0.00e+00  8.45e-01  3.72e-01  2.68e-01  7.54e-03  1.67e-05  3.60e-01  1.84e-02  2.24e-04  1.96e-04  9.69e-06  9.77e-05  6.41e-04  9.54e-03  5.32e-10  3.58e-09
  82.5  65.0 1.346e+03 3.177e+02 2.360e-01 3.174e+02 3.864e-02   43.0  2.18e+02  2.61e+00  5.63e-03  0.00e+00  0.00e+00  7.54e+01  1.95e+01  3.43e-01  3.67e-04  0.00e+00  5.52e-01  6.16e-01  2.47e-01  4.82e-03  8.28e-06  3.76e-01  1.25e-02  4.94e-04  2.50e-04  7.60e-06  3.24e-04  3.02e-03  2.08e-02  4.47e-09  1.01e-08
  84.4  66.8 1.393e+03 2.656e+02 1.907e-01 2.656e+02 6.547e-02   44.0  1.65e+02  1.63e+00  3.18e-03  0.00e+00  0.00e+00  8.11e+01  1.57e+01  2.27e-01  2.10e-04  0.00e+00  5.00e-01  7.86e-01  2.24e-01  3.35e-03  4.95e-06  3.67e-01  9.26e-03  8.14e-04  2.70e-04  6.36e-06  6.69e-04  8.19e-03  3.15e-02  1.43e-08  1.77e-08
  87.3  69.5 1.456e+03 2.007e+02 1.378e-01 2.004e+02 1.340e-01   46.0  1.04e+02  8.08e-01  1.27e-03  0.00e+00  0.00e+00  8.26e+01  1.09e+01  1.18e-01  8.98e-05  0.00e+00  6.46e-01  9.85e-01  1.79e-01  2.00e-03  2.35e-06  3.25e-01  6.04e-03  1.45e-03  2.77e-04  4.46e-06  1.79e-03  2.69e-02  4.97e-02  5.89e-08  3.16e-08
  75.0  58.0 1.142e+03 6.057e+02 5.304e-01 6.055e+02 3.988e-03   38.0  5.22e+02  1.43e+01  5.05e-02  0.00e+00  0.00e+00  3.14e+01  3.40e+01  1.53e+00  2.86e-03  0.00e+00  1.83e+00  9.75e-02  2.42e-01  1.47e-02  5.06e-05  2.47e-01  3.03e-02  1.38e-04  8.98e-05  1.17e-05  3.44e-05  8.84e-05  1.65e-03  3.13e-12  3.31e-10
  77.8  60.6 1.224e+03 4.827e+02 3.944e-01 4.829e+02 9.802e-03   40.0  3.93e+02  7.74e+00  2.26e-02  0.00e+00  0.00e+00  4.96e+01  2.94e+01  9.03e-01  1.35e-03  0.00e+00  1.16e+00  2.36e-01  2.69e-01  9.91e-03  2.54e-05  3.26e-01  2.30e-02  1.49e-04  1.54e-04  1.07e-05  4.28e-05  2.54e-04  5.15e-03  9.67e-11  1.55e-09
  79.6  62.3 1.274e+03 4.145e+02 3.253e-01 4.145e+02 1.716e-02   41.0  3.20e+02  5.07e+00  1.33e-02  0.00e+00  0.00e+00  6.14e+01  2.55e+01  6.24e-01  8.10e-04  0.00e+00  8.45e-01  3.72e-01  2.68e-01  7.54e-03  1.67e-05  3.60e-01  1.84e-02  2.24e-04  1.96e-04  9.69e-06  9.77e-05  6.41e-04  9.54e-03  5.32e-10  3.58e-09
  82.5  65.0 1.346e+03 3.177e+02 2.360e-01 3.174e+02 3.864e-02   43.0  2.18e+02  2.61e+00  5.63e-03  0.00e+00  0.00e+00  7.54e+01  1.95e+01  3.43e-01  3.67e-04  0.00e+00  5.52e-01  6.16e-01  2.47e-01  4.82e-03  8.28e-06  3.76e-01  1.25e-02  4.94e-04  2.50e-04  7.60e-06  3.24e-04  3.02e-03  2.08e-02  4.47e-09  1.01e-08
