Reaction:   ZT= 51    AT 123    ZP 36    AP  86
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT sig_207Fr sig_208Fr sig_209Fr sig_206Rn sig_207Rn sig_208Rn sig_205At sig_206At sig_207At
 338.7  30.6 7.382e+00 5.841e+00 7.912e-01 5.845e+00 1.179e+00   24.0  5.41e+00  2.65e-01  3.02e-04  4.23e-02  1.16e-01  3.78e-03  3.01e-03  3.38e-05  2.07e-04
 345.2  34.4 2.570e+01 1.102e+01 4.287e-01 1.104e+01 7.938e+00   36.0  1.02e+01  1.84e-01  8.55e-05  3.69e-01  2.55e-01  4.20e-03  3.90e-03  8.03e-04  6.93e-04
 352.9  39.0 6.294e+01 8.325e+00 1.323e-01 8.322e+00 3.254e+01   45.0  6.85e+00  3.85e-02  0.00e+00  1.18e+00  2.45e-01  2.38e-03  2.95e-03  4.78e-03  9.33e-04
 361.9  44.3 1.120e+02 2.821e+00 2.519e-02 2.825e+00 8.106e+01   52.0  1.26e+00  1.93e-03  0.00e+00  1.44e+00  1.02e-01  4.78e-04  6.59e-03  9.48e-03  5.41e-04
 369.3  48.6 1.485e+02 1.097e+00 7.385e-03 1.096e+00 1.219e+02   58.0  1.61e-01  1.12e-04  0.00e+00  8.80e-01  2.88e-02  6.18e-05  1.85e-02  8.00e-03  2.17e-04
 376.7  53.0 1.806e+02 4.146e-01 2.295e-03 4.147e-01 1.580e+02   62.0  1.50e-02  1.38e-06  0.00e+00  3.60e-01  5.14e-03  5.01e-06  2.99e-02  4.44e-03  6.52e-05
 386.1  58.5 2.160e+02 1.017e-01 4.706e-04 1.017e-01 1.970e+02   71.0  6.16e-04  0.00e+00  0.00e+00  7.13e-02  3.67e-04  9.52e-08  2.80e-02  1.36e-03  9.66e-06
 355.1  40.3 7.505e+01 6.663e+00 8.879e-02 6.657e+00 4.319e+01   47.0  5.05e+00  2.06e-02  0.00e+00  1.37e+00  2.11e-01  1.77e-03  2.84e-03  6.30e-03  8.77e-04
 362.6  44.7 1.157e+02 2.572e+00 2.223e-02 2.579e+00 8.508e+01   53.0  1.06e+00  1.60e-03  0.00e+00  1.40e+00  9.25e-02  4.07e-04  7.49e-03  9.52e-03  5.06e-04
 370.0  49.0 1.517e+02 1.008e+00 6.642e-03 1.007e+00 1.256e+02   58.0  1.30e-01  8.34e-05  0.00e+00  8.25e-01  2.49e-02  4.95e-05  1.97e-02  7.70e-03  1.97e-04
 379.1  54.4 1.901e+02 2.944e-01 1.549e-03 2.945e-01 1.686e+02   63.0  6.77e-03  0.00e+00  0.00e+00  2.50e-01  2.72e-03  2.06e-06  3.15e-02  3.41e-03  4.23e-05
 388.7  60.0 2.248e+02 6.815e-02 3.031e-04 6.812e-02 2.065e+02   71.0  2.48e-04  0.00e+00  0.00e+00  4.21e-02  1.68e-04  0.00e+00  2.47e-02  9.24e-04  5.29e-06
 378.4  54.0 1.874e+02 3.258e-01 1.738e-03 3.259e-01 1.655e+02   63.0  8.52e-03  0.00e+00  0.00e+00  2.79e-01  3.28e-03  2.69e-06  3.12e-02  3.70e-03  4.76e-05
 388.7  60.0 2.248e+02 6.815e-02 3.031e-04 6.812e-02 2.065e+02   71.0  2.48e-04  0.00e+00  0.00e+00  4.21e-02  1.68e-04  0.00e+00  2.47e-02  9.24e-04  5.29e-06
