Reaction:   ZT= 82    AT 207    ZP 20    AP  48
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT sig_251No sig_252No sig_253No sig_254No sig_255No sig_250Md sig_251Md sig_252Md sig_253Md sig_254Md sig_249Fm sig_250Fm sig_251Fm sig_252Fm sig_253Fm sig_248Es sig_249Es sig_250Es sig_251Es sig_252Es sig_247Cf sig_248Cf sig_249Cf sig_250Cf sig_251Cf
 213.5  19.8 1.749e+00 1.382e-03 7.900e-04 1.377e-03 1.748e+00    0.0  0.00e+00  0.00e+00  1.26e-03  1.19e-04  0.00e+00  0.00e+00  0.00e+00  0.00e+00  1.04e-07  1.53e-06  0.00e+00  6.77e-08  1.05e-06  0.00e+00  6.92e-16  0.00e+00  0.00e+00  9.98e-16  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 216.7  22.4 7.142e+00 3.425e-03 4.795e-04 3.423e-03 7.139e+00   19.0  0.00e+00  1.86e-06  3.38e-03  3.53e-05  0.00e+00  0.00e+00  0.00e+00  0.00e+00  1.70e-06  2.13e-06  0.00e+00  9.33e-07  2.62e-06  0.00e+00  1.98e-13  0.00e+00  0.00e+00  3.48e-13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 219.4  24.6 1.717e+01 2.430e-03 1.415e-04 2.428e-03 1.717e+01   26.0  0.00e+00  4.67e-05  2.36e-03  8.94e-06  0.00e+00  0.00e+00  0.00e+00  5.97e-10  6.69e-06  1.34e-06  6.19e-10  3.97e-06  2.48e-06  0.00e+00  4.16e-12  0.00e+00  0.00e+00  6.50e-12  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
