Reaction:   ZT= 92    AT 238    ZP  8    AP  16
Energies in MeV, cross sections in mb,  angular momenta in hbar
SIGSUM = sum of residual nucleus cross sections.  SIGRAT = SIGSUM/SIGFUS

  ELAB E*_CN    SIGFUS    SIGSUM    SIGRAT   SIGEVAP    SIGFIS  LCRIT sig_250Fm sig_251Fm sig_252Fm sig_253Fm sig_254Fm sig_249Es sig_250Es sig_251Es sig_252Es sig_253Es sig_248Cf sig_249Cf sig_250Cf sig_251Cf sig_252Cf sig_247Bk sig_248Bk sig_249Bk sig_250Bk sig_251Bk sig_246Cm sig_247Cm sig_248Cm sig_249Cm sig_250Cm
  76.8  33.6 1.002e-04 6.154e-08 6.142e-04 6.154e-08 1.001e-04    0.0  1.80e-08  4.25e-08  3.31e-10  0.00e+00  0.00e+00  0.00e+00  1.16e-12  2.62e-10  4.19e-11  2.65e-14  3.22e-10  8.28e-11  1.09e-13  1.97e-16  6.63e-16  6.14e-21  4.04e-16  1.81e-15  0.00e+00  2.66e-28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
  78.4  35.1 1.057e-03 3.985e-07 3.771e-04 3.985e-07 1.057e-03    0.0  2.16e-07  1.74e-07  9.78e-10  0.00e+00  0.00e+00  0.00e+00  4.35e-11  2.96e-09  2.13e-10  9.38e-14  3.89e-09  4.63e-10  3.70e-13  7.57e-15  1.05e-14  1.68e-17  1.38e-14  3.37e-14  0.00e+00  6.64e-26  1.18e-14  0.00e+00  4.13e-24  0.00e+00  0.00e+00
  80.0  36.6 9.032e-03 2.604e-06 2.883e-04 2.609e-06 9.030e-03    0.0  1.83e-06  7.07e-07  2.78e-09  0.00e+00  0.00e+00  7.09e-15  1.83e-09  2.53e-08  7.37e-10  2.21e-13  3.47e-08  1.82e-09  1.08e-12  1.73e-13  1.16e-13  9.56e-16  3.49e-13  3.83e-13  0.00e+00  1.53e-23  1.34e-13  0.00e+00  3.00e-22  0.00e+00  0.00e+00
  82.2  38.7 1.588e-01 2.853e-05 1.796e-04 2.848e-05 1.587e-01    0.0  2.40e-05  3.56e-06  9.34e-09  0.00e+00  0.00e+00  1.98e-11  9.57e-08  3.22e-07  3.83e-09  0.00e+00  5.24e-07  1.02e-08  4.06e-12  8.63e-12  2.07e-12  3.31e-13  1.88e-11  8.42e-12  1.69e-25  7.16e-21  3.14e-12  1.85e-23  8.32e-20  0.00e+00  0.00e+00
  84.3  40.7 1.856e+00 1.800e-04 9.700e-05 1.802e-04 1.856e+00    0.0  1.60e-04  1.16e-05  2.02e-08  0.00e+00  0.00e+00  4.89e-09  1.97e-06  2.22e-06  1.28e-08  0.00e+00  4.16e-06  3.76e-08  2.96e-11  2.01e-10  1.79e-11  2.78e-11  4.89e-10  9.01e-11  8.92e-22  1.05e-18  3.73e-11  3.33e-20  8.60e-18  0.00e+00  0.00e+00
  87.5  43.6 2.700e+01 7.974e-04 2.953e-05 7.976e-04 2.700e+01   12.0  7.03e-04  2.37e-05  0.00e+00  0.00e+00  0.00e+00  1.06e-06  3.61e-05  1.02e-05  2.83e-08  0.00e+00  2.32e-05  9.52e-08  2.40e-09  4.83e-09  1.13e-10  3.72e-09  1.47e-08  7.46e-10  4.69e-18  2.91e-16  3.76e-10  7.24e-17  1.70e-15  0.00e+00  1.72e-31
  91.8  47.7 1.644e+02 7.514e-04 4.571e-06 7.516e-04 1.644e+02   23.0  5.48e-04  9.17e-06  0.00e+00  0.00e+00  0.00e+00  3.29e-05  1.29e-04  8.05e-06  1.21e-08  0.00e+00  2.39e-05  5.30e-08  5.75e-08  2.33e-08  1.41e-10  1.36e-07  1.02e-07  1.27e-09  4.75e-15  2.85e-14  1.55e-14  5.66e-14  1.25e-12  0.00e+00  1.90e-26
  93.9  49.6 2.513e+02 4.812e-04 1.915e-06 4.812e-04 2.513e+02   27.0  2.78e-04  3.41e-06  0.00e+00  0.00e+00  0.00e+00  6.78e-05  1.13e-04  4.25e-06  4.32e-09  0.00e+00  1.41e-05  3.28e-08  1.16e-07  2.36e-08  8.74e-11  3.32e-07  1.24e-07  9.17e-10  3.96e-14  1.03e-13  9.46e-14  2.93e-13  8.04e-12  2.90e-29  8.61e-25
  97.1  52.7 3.864e+02 2.400e-04 6.210e-07 2.401e-04 3.864e+02   32.0  6.76e-05  4.24e-07  0.00e+00  0.00e+00  0.00e+00  1.11e-04  5.48e-05  1.04e-06  0.00e+00  0.00e+00  3.97e-06  4.90e-08  2.32e-07  1.38e-08  2.68e-11  7.37e-07  9.16e-08  3.50e-10  4.72e-13  3.80e-13  8.76e-13  3.26e-12  7.33e-11  2.72e-25  1.18e-22
  84.3  40.7 1.856e+00 1.800e-04 9.700e-05 1.802e-04 1.856e+00    0.0  1.60e-04  1.16e-05  2.02e-08  0.00e+00  0.00e+00  4.89e-09  1.97e-06  2.22e-06  1.28e-08  0.00e+00  4.16e-06  3.76e-08  2.96e-11  2.01e-10  1.79e-11  2.78e-11  4.89e-10  9.01e-11  8.92e-22  1.05e-18  3.73e-11  3.33e-20  8.60e-18  0.00e+00  0.00e+00
  87.6  43.7 2.849e+01 8.216e-04 2.884e-05 8.215e-04 2.849e+01   12.0  7.24e-04  2.39e-05  0.00e+00  0.00e+00  0.00e+00  1.15e-06  3.86e-05  1.01e-05  2.87e-08  0.00e+00  2.37e-05  9.59e-08  2.66e-09  5.12e-09  1.18e-10  4.31e-09  1.55e-08  7.81e-10  5.21e-18  3.33e-16  3.95e-10  7.98e-17  1.91e-15  0.00e+00  2.39e-31
  91.8  47.7 1.644e+02 7.514e-04 4.571e-06 7.516e-04 1.644e+02   23.0  5.48e-04  9.17e-06  0.00e+00  0.00e+00  0.00e+00  3.29e-05  1.29e-04  8.05e-06  1.21e-08  0.00e+00  2.39e-05  5.30e-08  5.75e-08  2.33e-08  1.41e-10  1.36e-07  1.02e-07  1.27e-09  4.75e-15  2.85e-14  1.55e-14  5.66e-14  1.25e-12  0.00e+00  1.90e-26
